id,date,user,pc,activity,filename,size
CERT_LOG_1245,09/03/2026 21:15:00,USER_118,PC_118,FileOpen,\\server\share\document_5.docx,21000000
CERT_LOG_1246,09/03/2026 21:30:00,USER_119,PC_119,FileOpen,\\server\share\document_6.docx,22000000
CERT_LOG_1247,09/03/2026 21:45:00,USER_101,PC_101,FileOpen,\\server\share\document_7.docx,23000000
CERT_LOG_1248,09/03/2026 22:00:00,USER_102,PC_102,FileOpen,\\server\share\document_8.docx,24000000
CERT_LOG_1249,09/03/2026 22:15:00,USER_103,PC_103,FileOpen,\\server\share\document_9.docx,25000000
CERT_LOG_1250,09/03/2026 22:30:00,USER_104,PC_104,Logon,\\server\share\document_10.docx,1000000
CERT_LOG_1251,09/03/2026 22:45:00,USER_105,PC_105,FileOpen,\\server\share\document_11.docx,2000000
CERT_LOG_1252,09/03/2026 23:00:00,USER_106,PC_106,FileOpen,\\server\share\document_12.docx,3000000
CERT_LOG_1253,09/03/2026 23:15:00,USER_107,PC_107,FileOpen,\\server\share\document_13.docx,4000000
CERT_LOG_1254,09/03/2026 23:30:00,USER_108,PC_108,FileOpen,\\server\share\document_14.docx,5000000
CERT_LOG_1255,09/03/2026 23:45:00,USER_109,PC_109,FileOpen,\\server\share\document_0.docx,6000000
CERT_LOG_1256,09/04/2026 00:00:00,USER_110,PC_110,FileOpen,\\server\share\document_1.docx,7000000
CERT_LOG_1257,09/04/2026 00:15:00,USER_111,PC_111,FileOpen,\\server\share\document_2.docx,8000000
CERT_LOG_1258,09/04/2026 00:30:00,USER_112,PC_112,FileOpen,\\server\share\document_3.docx,9000000
CERT_LOG_1259,09/04/2026 00:45:00,USER_113,PC_113,FileOpen,\\server\share\document_4.docx,10000000
CERT_LOG_1260,09/04/2026 01:00:00,USER_114,PC_114,Logon,\\server\share\document_5.docx,11000000
CERT_LOG_1261,09/04/2026 01:15:00,USER_115,PC_115,FileOpen,\\server\share\document_6.docx,12000000
CERT_LOG_1262,09/04/2026 01:30:00,USER_116,PC_116,FileOpen,\\server\share\document_7.docx,13000000
CERT_LOG_1263,09/04/2026 01:45:00,USER_117,PC_117,FileOpen,\\server\share\document_8.docx,14000000
CERT_LOG_1264,09/04/2026 02:00:00,USER_118,PC_118,FileOpen,\\server\share\document_9.docx,15000000
CERT_LOG_1265,09/04/2026 02:15:00,USER_119,PC_119,FileOpen,\\server\share\document_10.docx,16000000
CERT_LOG_1266,09/04/2026 02:30:00,USER_101,PC_101,FileOpen,\\server\share\document_11.docx,17000000
CERT_LOG_1267,09/04/2026 02:45:00,USER_102,PC_102,FileOpen,\\server\share\document_12.docx,18000000
CERT_LOG_1268,09/04/2026 03:00:00,USER_103,PC_103,FileOpen,\\server\share\document_13.docx,19000000
CERT_LOG_1269,09/04/2026 03:15:00,USER_104,PC_104,FileOpen,\\server\share\document_14.docx,20000000
CERT_LOG_1270,09/04/2026 03:30:00,USER_105,PC_105,Logon,\\server\share\document_0.docx,21000000
CERT_LOG_1271,09/04/2026 03:45:00,USER_106,PC_106,FileOpen,\\server\share\document_1.docx,22000000
CERT_LOG_1272,09/04/2026 04:00:00,USER_107,PC_107,FileOpen,\\server\share\document_2.docx,23000000
CERT_LOG_1273,09/04/2026 04:15:00,USER_108,PC_108,FileOpen,\\server\share\document_3.docx,24000000
CERT_LOG_1274,09/04/2026 04:30:00,USER_109,PC_109,FileOpen,\\server\share\document_4.docx,25000000
CERT_LOG_1275,09/04/2026 04:45:00,USER_110,PC_110,FileOpen,\\server\share\document_5.docx,1000000
CERT_LOG_1276,09/04/2026 05:00:00,USER_111,PC_111,FileOpen,\\server\share\document_6.docx,2000000
CERT_LOG_1277,09/04/2026 05:15:00,USER_112,PC_112,FileOpen,\\server\share\document_7.docx,3000000
CERT_LOG_1278,09/04/2026 05:30:00,USER_113,PC_113,FileOpen,\\server\share\document_8.docx,4000000
CERT_LOG_1279,09/04/2026 05:45:00,USER_114,PC_114,FileOpen,\\server\share\document_9.docx,5000000
CERT_LOG_1280,09/04/2026 06:00:00,USER_115,PC_115,Logon,\\server\share\document_10.docx,6000000
CERT_LOG_1281,09/04/2026 06:15:00,USER_116,PC_116,FileOpen,\\server\share\document_11.docx,7000000
CERT_LOG_1282,09/04/2026 06:30:00,USER_117,PC_117,FileOpen,\\server\share\document_12.docx,8000000
CERT_LOG_1283,09/04/2026 06:45:00,USER_118,PC_118,FileOpen,\\server\share\document_13.docx,9000000
CERT_LOG_1284,09/04/2026 07:00:00,USER_119,PC_119,FileOpen,\\server\share\document_14.docx,10000000
CERT_LOG_1285,09/04/2026 07:15:00,USER_101,PC_101,FileOpen,\\server\share\document_0.docx,11000000
CERT_LOG_1286,09/04/2026 07:30:00,USER_102,PC_102,FileOpen,\\server\share\document_1.docx,12000000
CERT_LOG_1287,09/04/2026 07:45:00,USER_103,PC_103,FileOpen,\\server\share\document_2.docx,13000000
CERT_LOG_1288,09/04/2026 08:00:00,USER_104,PC_104,FileOpen,\\server\share\document_3.docx,14000000
CERT_LOG_1289,09/04/2026 08:15:00,USER_105,PC_105,FileOpen,\\server\share\document_4.docx,15000000
CERT_LOG_1290,09/04/2026 08:30:00,USER_106,PC_106,Logon,\\server\share\document_5.docx,16000000
CERT_LOG_1291,09/04/2026 08:45:00,USER_107,PC_107,FileOpen,\\server\share\document_6.docx,17000000
CERT_LOG_1292,09/04/2026 09:00:00,USER_108,PC_108,FileOpen,\\server\share\document_7.docx,18000000
CERT_LOG_1293,09/04/2026 09:15:00,USER_109,PC_109,FileOpen,\\server\share\document_8.docx,19000000
CERT_LOG_1294,09/04/2026 09:30:00,USER_110,PC_110,FileOpen,\\server\share\document_9.docx,20000000
CERT_LOG_1295,09/04/2026 09:45:00,USER_111,PC_111,FileOpen,\\server\share\document_10.docx,21000000
CERT_LOG_1296,09/04/2026 10:00:00,USER_112,PC_112,FileOpen,\\server\share\document_11.docx,22000000
CERT_LOG_1297,09/04/2026 10:15:00,USER_113,PC_113,FileOpen,\\server\share\document_12.docx,23000000
CERT_LOG_1298,09/04/2026 10:30:00,USER_114,PC_114,FileOpen,\\server\share\document_13.docx,24000000
CERT_LOG_1299,09/04/2026 10:45:00,USER_115,PC_115,FileOpen,\\server\share\document_14.docx,25000000
CERT_LOG_1300,09/04/2026 11:00:00,USER_116,PC_116,Logon,\\server\share\document_0.docx,1000000
CERT_LOG_1301,09/04/2026 11:15:00,USER_117,PC_117,FileOpen,\\server\share\document_1.docx,2000000
CERT_LOG_1302,09/04/2026 11:30:00,USER_118,PC_118,FileOpen,\\server\share\document_2.docx,3000000
CERT_LOG_1303,09/04/2026 11:45:00,USER_119,PC_119,FileOpen,\\server\share\document_3.docx,4000000
CERT_LOG_1304,09/04/2026 12:00:00,USER_101,PC_101,FileOpen,\\server\share\document_4.docx,5000000
CERT_LOG_1305,09/04/2026 12:15:00,USER_102,PC_102,FileOpen,\\server\share\document_5.docx,6000000
CERT_LOG_1306,09/04/2026 12:30:00,USER_103,PC_103,FileOpen,\\server\share\document_6.docx,7000000
CERT_LOG_1307,09/04/2026 12:45:00,USER_104,PC_104,FileOpen,\\server\share\document_7.docx,8000000
CERT_LOG_1308,09/04/2026 13:00:00,USER_105,PC_105,FileOpen,\\server\share\document_8.docx,9000000
CERT_LOG_1309,09/04/2026 13:15:00,USER_106,PC_106,FileOpen,\\server\share\document_9.docx,10000000
CERT_LOG_1310,09/04/2026 13:30:00,USER_107,PC_107,Logon,\\server\share\document_10.docx,11000000
CERT_LOG_1311,09/04/2026 13:45:00,USER_108,PC_108,FileOpen,\\server\share\document_11.docx,12000000
CERT_LOG_1312,09/04/2026 14:00:00,USER_109,PC_109,FileOpen,\\server\share\document_12.docx,13000000
CERT_LOG_1313,09/04/2026 14:15:00,USER_110,PC_110,FileOpen,\\server\share\document_13.docx,14000000
CERT_LOG_1314,09/04/2026 14:30:00,USER_111,PC_111,FileOpen,\\server\share\document_14.docx,15000000
CERT_LOG_1315,09/04/2026 14:45:00,USER_112,PC_112,FileOpen,\\server\share\document_0.docx,16000000
CERT_LOG_1316,09/04/2026 15:00:00,USER_113,PC_113,FileOpen,\\server\share\document_1.docx,17000000
CERT_LOG_1317,09/04/2026 15:15:00,USER_114,PC_114,FileOpen,\\server\share\document_2.docx,18000000
CERT_LOG_1318,09/04/2026 15:30:00,USER_115,PC_115,FileOpen,\\server\share\document_3.docx,19000000
CERT_LOG_1319,09/04/2026 15:45:00,USER_116,PC_116,FileOpen,\\server\share\document_4.docx,20000000
CERT_LOG_1320,09/04/2026 16:00:00,USER_117,PC_117,Logon,\\server\share\document_5.docx,21000000
CERT_LOG_1321,09/04/2026 16:15:00,USER_118,PC_118,FileOpen,\\server\share\document_6.docx,22000000
CERT_LOG_1322,09/04/2026 16:30:00,USER_119,PC_119,FileOpen,\\server\share\document_7.docx,23000000
CERT_LOG_1323,09/04/2026 16:45:00,USER_101,PC_101,FileOpen,\\server\share\document_8.docx,24000000
CERT_LOG_1324,09/04/2026 17:00:00,USER_102,PC_102,FileOpen,\\server\share\document_9.docx,25000000
CERT_LOG_1325,09/04/2026 17:15:00,USER_103,PC_103,FileOpen,\\server\share\document_10.docx,1000000
CERT_LOG_1326,09/04/2026 17:30:00,USER_104,PC_104,FileOpen,\\server\share\document_11.docx,2000000
CERT_LOG_1327,09/04/2026 17:45:00,USER_105,PC_105,FileOpen,\\server\share\document_12.docx,3000000
CERT_LOG_1328,09/04/2026 18:00:00,USER_106,PC_106,FileOpen,\\server\share\document_13.docx,4000000
CERT_LOG_1329,09/04/2026 18:15:00,USER_107,PC_107,FileOpen,\\server\share\document_14.docx,5000000
CERT_LOG_1330,09/04/2026 18:30:00,USER_108,PC_108,Logon,\\server\share\document_0.docx,6000000
CERT_LOG_1331,09/04/2026 18:45:00,USER_109,PC_109,FileOpen,\\server\share\document_1.docx,7000000
CERT_LOG_1332,09/04/2026 19:00:00,USER_110,PC_110,FileOpen,\\server\share\document_2.docx,8000000
CERT_LOG_1333,09/04/2026 19:15:00,USER_111,PC_111,FileOpen,\\server\share\document_3.docx,9000000
CERT_LOG_1334,09/04/2026 19:30:00,USER_112,PC_112,FileOpen,\\server\share\document_4.docx,10000000
CERT_LOG_1335,09/04/2026 19:45:00,USER_113,PC_113,FileOpen,\\server\share\document_5.docx,11000000
CERT_LOG_1336,09/04/2026 20:00:00,USER_114,PC_114,FileOpen,\\server\share\document_6.docx,12000000
CERT_LOG_1337,09/04/2026 20:15:00,USER_115,PC_115,FileOpen,\\server\share\document_7.docx,13000000
CERT_LOG_1338,09/04/2026 20:30:00,USER_116,PC_116,FileOpen,\\server\share\document_8.docx,14000000
CERT_LOG_1339,09/04/2026 20:45:00,USER_117,PC_117,FileOpen,\\server\share\document_9.docx,15000000
CERT_LOG_1340,09/04/2026 21:00:00,USER_118,PC_118,Logon,\\server\share\document_10.docx,16000000
CERT_LOG_1341,09/04/2026 21:15:00,USER_119,PC_119,FileOpen,\\server\share\document_11.docx,17000000
CERT_LOG_1342,09/04/2026 21:30:00,USER_101,PC_101,FileOpen,\\server\share\document_12.docx,18000000
CERT_LOG_1343,09/04/2026 21:45:00,USER_102,PC_102,FileOpen,\\server\share\document_13.docx,19000000
CERT_LOG_1344,09/04/2026 22:00:00,USER_103,PC_103,FileOpen,\\server\share\document_14.docx,20000000
CERT_LOG_1345,09/04/2026 22:15:00,USER_104,PC_104,FileOpen,\\server\share\document_0.docx,21000000
CERT_LOG_1346,09/04/2026 22:30:00,USER_105,PC_105,FileOpen,\\server\share\document_1.docx,22000000
CERT_LOG_1347,09/04/2026 22:45:00,USER_106,PC_106,FileOpen,\\server\share\document_2.docx,23000000
CERT_LOG_1348,09/04/2026 23:00:00,USER_107,PC_107,FileOpen,\\server\share\document_3.docx,24000000
CERT_LOG_1349,09/04/2026 23:15:00,USER_108,PC_108,FileOpen,\\server\share\document_4.docx,25000000
CERT_LOG_1350,09/04/2026 23:30:00,USER_109,PC_109,Logon,\\server\share\document_5.docx,1000000
CERT_LOG_1351,09/04/2026 23:45:00,USER_110,PC_110,FileOpen,\\server\share\document_6.docx,2000000
CERT_LOG_1352,09/05/2026 00:00:00,USER_111,PC_111,FileOpen,\\server\share\document_7.docx,3000000
CERT_LOG_1353,09/05/2026 00:15:00,USER_112,PC_112,FileOpen,\\server\share\document_8.docx,4000000
CERT_LOG_1354,09/05/2026 00:30:00,USER_113,PC_113,FileOpen,\\server\share\document_9.docx,5000000
CERT_LOG_1355,09/05/2026 00:45:00,USER_114,PC_114,FileOpen,\\server\share\document_10.docx,6000000
CERT_LOG_1356,09/05/2026 01:00:00,USER_115,PC_115,FileOpen,\\server\share\document_11.docx,7000000
CERT_LOG_1357,09/05/2026 01:15:00,USER_116,PC_116,FileOpen,\\server\share\document_12.docx,8000000
CERT_LOG_1358,09/05/2026 01:30:00,USER_117,PC_117,FileOpen,\\server\share\document_13.docx,9000000
CERT_LOG_1359,09/05/2026 01:45:00,USER_118,PC_118,FileOpen,\\server\share\document_14.docx,10000000
CERT_LOG_1360,09/05/2026 02:00:00,USER_119,PC_119,Logon,\\server\share\document_0.docx,11000000
CERT_LOG_1361,09/05/2026 02:15:00,USER_101,PC_101,FileOpen,\\server\share\document_1.docx,12000000
CERT_LOG_1362,09/05/2026 02:30:00,USER_102,PC_102,FileOpen,\\server\share\document_2.docx,13000000
CERT_LOG_1363,09/05/2026 02:45:00,USER_103,PC_103,FileOpen,\\server\share\document_3.docx,14000000
CERT_LOG_1364,09/05/2026 03:00:00,USER_104,PC_104,FileOpen,\\server\share\document_4.docx,15000000
CERT_LOG_1365,09/05/2026 03:15:00,USER_105,PC_105,FileOpen,\\server\share\document_5.docx,16000000
CERT_LOG_1366,09/05/2026 03:30:00,USER_106,PC_106,FileOpen,\\server\share\document_6.docx,17000000
CERT_LOG_1367,09/05/2026 03:45:00,USER_107,PC_107,FileOpen,\\server\share\document_7.docx,18000000
CERT_LOG_1368,09/05/2026 04:00:00,USER_108,PC_108,FileOpen,\\server\share\document_8.docx,19000000
CERT_LOG_1369,09/05/2026 04:15:00,USER_109,PC_109,FileOpen,\\server\share\document_9.docx,20000000
CERT_LOG_1370,09/05/2026 04:30:00,USER_110,PC_110,Logon,\\server\share\document_10.docx,21000000
CERT_LOG_1371,09/05/2026 04:45:00,USER_111,PC_111,FileOpen,\\server\share\document_11.docx,22000000
CERT_LOG_1372,09/05/2026 05:00:00,USER_112,PC_112,FileOpen,\\server\share\document_12.docx,23000000
CERT_LOG_1373,09/05/2026 05:15:00,USER_113,PC_113,FileOpen,\\server\share\document_13.docx,24000000
CERT_LOG_1374,09/05/2026 05:30:00,USER_114,PC_114,FileOpen,\\server\share\document_14.docx,25000000
CERT_LOG_1375,09/05/2026 05:45:00,USER_115,PC_115,FileOpen,\\server\share\document_0.docx,1000000
CERT_LOG_1376,09/05/2026 06:00:00,USER_116,PC_116,FileOpen,\\server\share\document_1.docx,2000000
CERT_LOG_1377,09/05/2026 06:15:00,USER_117,PC_117,FileOpen,\\server\share\document_2.docx,3000000
CERT_LOG_1378,09/05/2026 06:30:00,USER_118,PC_118,FileOpen,\\server\share\document_3.docx,4000000
CERT_LOG_1379,09/05/2026 06:45:00,USER_119,PC_119,FileOpen,\\server\share\document_4.docx,5000000
CERT_LOG_1380,09/05/2026 07:00:00,USER_101,PC_101,Logon,\\server\share\document_5.docx,6000000
CERT_LOG_1381,09/05/2026 07:15:00,USER_102,PC_102,FileOpen,\\server\share\document_6.docx,7000000
CERT_LOG_1382,09/05/2026 07:30:00,USER_103,PC_103,FileOpen,\\server\share\document_7.docx,8000000
CERT_LOG_1383,09/05/2026 07:45:00,USER_104,PC_104,FileOpen,\\server\share\document_8.docx,9000000
CERT_LOG_1384,09/05/2026 08:00:00,USER_105,PC_105,FileOpen,\\server\share\document_9.docx,10000000
CERT_LOG_1385,09/05/2026 08:15:00,USER_106,PC_106,FileOpen,\\server\share\document_10.docx,11000000
CERT_LOG_1386,09/05/2026 08:30:00,USER_107,PC_107,FileOpen,\\server\share\document_11.docx,12000000
CERT_LOG_1387,09/05/2026 08:45:00,USER_108,PC_108,FileOpen,\\server\share\document_12.docx,13000000
CERT_LOG_1388,09/05/2026 09:00:00,USER_109,PC_109,FileOpen,\\server\share\document_13.docx,14000000
CERT_LOG_1389,09/05/2026 09:15:00,USER_110,PC_110,FileOpen,\\server\share\document_14.docx,15000000
CERT_LOG_1390,09/05/2026 09:30:00,USER_111,PC_111,Logon,\\server\share\document_0.docx,16000000
CERT_LOG_1391,09/05/2026 09:45:00,USER_112,PC_112,FileOpen,\\server\share\document_1.docx,17000000
CERT_LOG_1392,09/05/2026 10:00:00,USER_113,PC_113,FileOpen,\\server\share\document_2.docx,18000000
CERT_LOG_1393,09/05/2026 10:15:00,USER_114,PC_114,FileOpen,\\server\share\document_3.docx,19000000
CERT_LOG_1394,09/05/2026 10:30:00,USER_115,PC_115,FileOpen,\\server\share\document_4.docx,20000000
CERT_LOG_1395,09/05/2026 10:45:00,USER_116,PC_116,FileOpen,\\server\share\document_5.docx,21000000
CERT_LOG_1396,09/05/2026 11:00:00,USER_117,PC_117,FileOpen,\\server\share\document_6.docx,22000000
CERT_LOG_1397,09/05/2026 11:15:00,USER_118,PC_118,FileOpen,\\server\share\document_7.docx,23000000
CERT_LOG_1398,09/05/2026 11:30:00,USER_119,PC_119,FileOpen,\\server\share\document_8.docx,24000000
CERT_LOG_1399,09/05/2026 11:45:00,USER_101,PC_101,FileOpen,\\server\share\document_9.docx,25000000
CERT_LOG_1400,09/05/2026 12:00:00,USER_102,PC_102,Logon,\\server\share\document_10.docx,1000000
CERT_LOG_1401,09/05/2026 12:15:00,USER_103,PC_103,FileOpen,\\server\share\document_11.docx,2000000
CERT_LOG_1402,09/05/2026 12:30:00,USER_104,PC_104,FileOpen,\\server\share\document_12.docx,3000000
CERT_LOG_1403,09/05/2026 12:45:00,USER_105,PC_105,FileOpen,\\server\share\document_13.docx,4000000
CERT_LOG_1404,09/05/2026 13:00:00,USER_106,PC_106,FileOpen,\\server\share\document_14.docx,5000000
CERT_LOG_1405,09/05/2026 13:15:00,USER_107,PC_107,FileOpen,\\server\share\document_0.docx,6000000
CERT_LOG_1406,09/05/2026 13:30:00,USER_108,PC_108,FileOpen,\\server\share\document_1.docx,7000000
CERT_LOG_1407,09/05/2026 13:45:00,USER_109,PC_109,FileOpen,\\server\share\document_2.docx,8000000
CERT_LOG_1408,09/05/2026 14:00:00,USER_110,PC_110,FileOpen,\\server\share\document_3.docx,9000000
CERT_LOG_1409,09/05/2026 14:15:00,USER_111,PC_111,FileOpen,\\server\share\document_4.docx,10000000
CERT_LOG_1410,09/05/2026 14:30:00,USER_112,PC_112,Logon,\\server\share\document_5.docx,11000000
CERT_LOG_1411,09/05/2026 14:45:00,USER_113,PC_113,FileOpen,\\server\share\document_6.docx,12000000
CERT_LOG_1412,09/05/2026 15:00:00,USER_114,PC_114,FileOpen,\\server\share\document_7.docx,13000000
CERT_LOG_1413,09/05/2026 15:15:00,USER_115,PC_115,FileOpen,\\server\share\document_8.docx,14000000
CERT_LOG_1414,09/05/2026 15:30:00,USER_116,PC_116,FileOpen,\\server\share\document_9.docx,15000000
CERT_LOG_1415,09/05/2026 15:45:00,USER_117,PC_117,FileOpen,\\server\share\document_10.docx,16000000
CERT_LOG_1416,09/05/2026 16:00:00,USER_118,PC_118,FileOpen,\\server\share\document_11.docx,17000000
CERT_LOG_1417,09/05/2026 16:15:00,USER_119,PC_119,FileOpen,\\server\share\document_12.docx,18000000
CERT_LOG_1418,09/05/2026 16:30:00,USER_101,PC_101,FileOpen,\\server\share\document_13.docx,19000000
CERT_LOG_1419,09/05/2026 16:45:00,USER_102,PC_102,FileOpen,\\server\share\document_14.docx,20000000
CERT_LOG_1420,09/05/2026 17:00:00,USER_103,PC_103,Logon,\\server\share\document_0.docx,21000000
CERT_LOG_1421,09/05/2026 17:15:00,USER_104,PC_104,FileOpen,\\server\share\document_1.docx,22000000
CERT_LOG_1422,09/05/2026 17:30:00,USER_105,PC_105,FileOpen,\\server\share\document_2.docx,23000000
CERT_LOG_1423,09/05/2026 17:45:00,USER_106,PC_106,FileOpen,\\server\share\document_3.docx,24000000
CERT_LOG_1424,09/05/2026 18:00:00,USER_107,PC_107,FileOpen,\\server\share\document_4.docx,25000000
CERT_LOG_1425,09/05/2026 18:15:00,USER_108,PC_108,FileOpen,\\server\share\document_5.docx,1000000
CERT_LOG_1426,09/05/2026 18:30:00,USER_109,PC_109,FileOpen,\\server\share\document_6.docx,2000000
CERT_LOG_1427,09/05/2026 18:45:00,USER_110,PC_110,FileOpen,\\server\share\document_7.docx,3000000
CERT_LOG_1428,09/05/2026 19:00:00,USER_111,PC_111,FileOpen,\\server\share\document_8.docx,4000000
CERT_LOG_1429,09/05/2026 19:15:00,USER_112,PC_112,FileOpen,\\server\share\document_9.docx,5000000
CERT_LOG_1430,09/05/2026 19:30:00,USER_113,PC_113,Logon,\\server\share\document_10.docx,6000000
CERT_LOG_1431,09/05/2026 19:45:00,USER_114,PC_114,FileOpen,\\server\share\document_11.docx,7000000
CERT_LOG_1432,09/05/2026 20:00:00,USER_115,PC_115,FileOpen,\\server\share\document_12.docx,8000000
CERT_LOG_1433,09/05/2026 20:15:00,USER_116,PC_116,FileOpen,\\server\share\document_13.docx,9000000
CERT_LOG_1434,09/05/2026 20:30:00,USER_117,PC_117,FileOpen,\\server\share\document_14.docx,10000000
CERT_LOG_1435,09/05/2026 20:45:00,USER_118,PC_118,FileOpen,\\server\share\document_0.docx,11000000
CERT_LOG_1436,09/05/2026 21:00:00,USER_119,PC_119,FileOpen,\\server\share\document_1.docx,12000000
CERT_LOG_1437,09/05/2026 21:15:00,USER_101,PC_101,FileOpen,\\server\share\document_2.docx,13000000
CERT_LOG_1438,09/05/2026 21:30:00,USER_102,PC_102,FileOpen,\\server\share\document_3.docx,14000000
CERT_LOG_1439,09/05/2026 21:45:00,USER_103,PC_103,FileOpen,\\server\share\document_4.docx,15000000
CERT_LOG_1440,09/05/2026 22:00:00,USER_104,PC_104,Logon,\\server\share\document_5.docx,16000000
CERT_LOG_1441,09/05/2026 22:15:00,USER_105,PC_105,FileOpen,\\server\share\document_6.docx,17000000
CERT_LOG_1442,09/05/2026 22:30:00,USER_106,PC_106,FileOpen,\\server\share\document_7.docx,18000000
CERT_LOG_1443,09/05/2026 22:45:00,USER_107,PC_107,FileOpen,\\server\share\document_8.docx,19000000
CERT_LOG_1444,09/05/2026 23:00:00,USER_108,PC_108,FileOpen,\\server\share\document_9.docx,20000000
CERT_LOG_1445,09/05/2026 23:15:00,USER_109,PC_109,FileOpen,\\server\share\document_10.docx,21000000
CERT_LOG_1446,09/05/2026 23:30:00,USER_110,PC_110,FileOpen,\\server\share\document_11.docx,22000000
CERT_LOG_1447,09/05/2026 23:45:00,USER_111,PC_111,FileOpen,\\server\share\document_12.docx,23000000
CERT_LOG_1448,09/06/2026 00:00:00,USER_112,PC_112,FileOpen,\\server\share\document_13.docx,24000000
CERT_LOG_1449,09/06/2026 00:15:00,USER_113,PC_113,FileOpen,\\server\share\document_14.docx,25000000
CERT_LOG_1450,09/06/2026 00:30:00,USER_114,PC_114,Logon,\\server\share\document_0.docx,1000000
CERT_LOG_1451,09/06/2026 00:45:00,USER_115,PC_115,FileOpen,\\server\share\document_1.docx,2000000
CERT_LOG_1452,09/06/2026 01:00:00,USER_116,PC_116,FileOpen,\\server\share\document_2.docx,3000000
CERT_LOG_1453,09/06/2026 01:15:00,USER_117,PC_117,FileOpen,\\server\share\document_3.docx,4000000
CERT_LOG_1454,09/06/2026 01:30:00,USER_118,PC_118,FileOpen,\\server\share\document_4.docx,5000000
CERT_LOG_1455,09/06/2026 01:45:00,USER_119,PC_119,FileOpen,\\server\share\document_5.docx,6000000
CERT_LOG_1456,09/06/2026 02:00:00,USER_101,PC_101,FileOpen,\\server\share\document_6.docx,7000000
CERT_LOG_1457,09/06/2026 02:15:00,USER_102,PC_102,FileOpen,\\server\share\document_7.docx,8000000
CERT_LOG_1458,09/06/2026 02:30:00,USER_103,PC_103,FileOpen,\\server\share\document_8.docx,9000000
CERT_LOG_1459,09/06/2026 02:45:00,USER_104,PC_104,FileOpen,\\server\share\document_9.docx,10000000
CERT_LOG_1460,09/06/2026 03:00:00,USER_105,PC_105,Logon,\\server\share\document_10.docx,11000000
CERT_LOG_1461,09/06/2026 03:15:00,USER_106,PC_106,FileOpen,\\server\share\document_11.docx,12000000
CERT_LOG_1462,09/06/2026 03:30:00,USER_107,PC_107,FileOpen,\\server\share\document_12.docx,13000000
CERT_LOG_1463,09/06/2026 03:45:00,USER_108,PC_108,FileOpen,\\server\share\document_13.docx,14000000
CERT_LOG_1464,09/06/2026 04:00:00,USER_109,PC_109,FileOpen,\\server\share\document_14.docx,15000000
CERT_LOG_1465,09/06/2026 04:15:00,USER_110,PC_110,FileOpen,\\server\share\document_0.docx,16000000
CERT_LOG_1466,09/06/2026 04:30:00,USER_111,PC_111,FileOpen,\\server\share\document_1.docx,17000000
CERT_LOG_1467,09/06/2026 04:45:00,USER_112,PC_112,FileOpen,\\server\share\document_2.docx,18000000
CERT_LOG_1468,09/06/2026 05:00:00,USER_113,PC_113,FileOpen,\\server\share\document_3.docx,19000000
CERT_LOG_1469,09/06/2026 05:15:00,USER_114,PC_114,FileOpen,\\server\share\document_4.docx,20000000
CERT_LOG_1470,09/06/2026 05:30:00,USER_115,PC_115,Logon,\\server\share\document_5.docx,21000000
CERT_LOG_1471,09/06/2026 05:45:00,USER_116,PC_116,FileOpen,\\server\share\document_6.docx,22000000
CERT_LOG_1472,09/06/2026 06:00:00,USER_117,PC_117,FileOpen,\\server\share\document_7.docx,23000000
CERT_LOG_1473,09/06/2026 06:15:00,USER_118,PC_118,FileOpen,\\server\share\document_8.docx,24000000
CERT_LOG_1474,09/06/2026 06:30:00,USER_119,PC_119,FileOpen,\\server\share\document_9.docx,25000000
CERT_LOG_1475,09/06/2026 06:45:00,USER_101,PC_101,FileOpen,\\server\share\document_10.docx,1000000
CERT_LOG_1476,09/06/2026 07:00:00,USER_102,PC_102,FileOpen,\\server\share\document_11.docx,2000000
CERT_LOG_1477,09/06/2026 07:15:00,USER_103,PC_103,FileOpen,\\server\share\document_12.docx,3000000
CERT_LOG_1478,09/06/2026 07:30:00,USER_104,PC_104,FileOpen,\\server\share\document_13.docx,4000000
CERT_LOG_1479,09/06/2026 07:45:00,USER_105,PC_105,FileOpen,\\server\share\document_14.docx,5000000
CERT_LOG_1480,09/06/2026 08:00:00,USER_106,PC_106,Logon,\\server\share\document_0.docx,6000000
CERT_LOG_1481,09/06/2026 08:15:00,USER_107,PC_107,FileOpen,\\server\share\document_1.docx,7000000
CERT_LOG_1482,09/06/2026 08:30:00,USER_108,PC_108,FileOpen,\\server\share\document_2.docx,8000000
CERT_LOG_1483,09/06/2026 08:45:00,USER_109,PC_109,FileOpen,\\server\share\document_3.docx,9000000
CERT_LOG_1484,09/06/2026 09:00:00,USER_110,PC_110,FileOpen,\\server\share\document_4.docx,10000000
CERT_LOG_1485,09/06/2026 09:15:00,USER_111,PC_111,FileOpen,\\server\share\document_5.docx,11000000
CERT_LOG_1486,09/06/2026 09:30:00,USER_112,PC_112,FileOpen,\\server\share\document_6.docx,12000000
CERT_LOG_1487,09/06/2026 09:45:00,USER_113,PC_113,FileOpen,\\server\share\document_7.docx,13000000
CERT_LOG_1488,09/06/2026 10:00:00,USER_114,PC_114,FileOpen,\\server\share\document_8.docx,14000000
CERT_LOG_1489,09/06/2026 10:15:00,USER_115,PC_115,FileOpen,\\server\share\document_9.docx,15000000
CERT_LOG_1490,09/06/2026 10:30:00,USER_116,PC_116,Logon,\\server\share\document_10.docx,16000000
